H,label
"[[1.92728472e-06,1.88595810e-06,2.05126214e-06,2.03383312e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.56705922e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.67099829e-06,2.70019854e-06,2.93780536e-06,2.54258445e-06]]","[[ 0.11164679,-0.00910055, 0.        , 0.        ],
 [ 0.08312987, 0.47468082, 0.        , 0.        ],
 [ 0.0831428 , 0.        , 0.        , 0.11193135],
 [ 0.01190181, 0.        , 0.        , 0.12990161],
 [-0.01193296, 0.        , 0.        , 0.1308688 ],
 [-0.00868487, 0.        , 0.        , 0.00798633]]"
"[[1.92100242e-06,2.18099723e-06,2.04344106e-06,2.16352993e-06],
 [0.00000000e+00,2.81625557e-06,0.00000000e+00,3.22501206e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.55125056e-06,2.78624472e-06,2.70582003e-06,3.07280344e-06]]","[[ 8.28101919e-02,-1.12050283e-01, 0.00000000e+00, 0.00000000e+00],
 [ 4.57549070e-02, 1.80783695e-01, 0.00000000e+00, 0.00000000e+00],
 [ 8.39141983e-02, 0.00000000e+00, 0.00000000e+00, 1.16726518e-01],
 [-1.34973779e-04, 0.00000000e+00, 0.00000000e+00, 1.60585543e-02],
 [-1.17539273e-01, 0.00000000e+00, 0.00000000e+00, 1.14268348e-01],
 [ 1.64862586e-01, 0.00000000e+00, 0.00000000e+00, 3.51817659e-02]]"
"[[1.95968055e-06,1.84278674e-06,2.16192792e-06,2.08841847e-06],
 [0.00000000e+00,0.00000000e+00,2.88872060e-06,2.84154974e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.73095022e-06,2.41448820e-06,2.82092739e-06,2.73037116e-06]]","[[ 0.0606019 , 0.17224046, 0.        , 0.        ],
 [ 0.10030801, 0.17390142, 0.        , 0.        ],
 [ 0.03483562, 0.        , 0.        , 0.14515152],
 [ 0.03268649, 0.        , 0.        , 0.10684322],
 [-0.11512922, 0.        , 0.        , 0.03235496],
 [-0.1043915 , 0.        , 0.        , 0.03138392]]"
"[[1.79304547e-06,1.80361793e-06,2.02427322e-06,1.84693455e-06],
 [0.00000000e+00,0.00000000e+00,2.84147628e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.53247544e-06,2.42689695e-06,2.71701079e-06,2.63234308e-06]]","[[ 0.09204608, 0.5023628 , 0.        , 0.        ],
 [ 0.11622469,-0.00688097, 0.        , 0.        ],
 [ 0.01500826, 0.        , 0.        , 0.1359801 ],
 [ 0.08113529, 0.        , 0.        , 0.11155778],
 [-0.00903528, 0.        , 0.        , 0.01812446],
 [-0.00666847, 0.        , 0.        , 0.13816329]]"
"[[1.96832704e-06,1.93840569e-06,1.94888736e-06,2.04743946e-06],
 [2.56794978e-06,0.00000000e+00,0.00000000e+00,3.20929861e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.42113867e-06,2.53783598e-06,2.68064003e-06,2.92409787e-06]]","[[ 6.42711029e-02,-9.49827431e-02, 0.00000000e+00, 0.00000000e+00],
 [ 9.13518927e-02, 1.86890631e-01, 0.00000000e+00, 0.00000000e+00],
 [ 6.48459861e-02, 0.00000000e+00, 0.00000000e+00,-1.73111177e-04],
 [ 1.01047302e-03, 0.00000000e+00, 0.00000000e+00, 1.05523451e-01],
 [ 1.81842601e-01, 0.00000000e+00, 0.00000000e+00, 1.26825138e-01],
 [-9.45204646e-02, 0.00000000e+00, 0.00000000e+00, 4.39225639e-02]]"
"[[2.17054017e-06,1.95460562e-06,2.01420225e-06,2.11058198e-06],
 [3.18797163e-06,0.00000000e+00,0.00000000e+00,2.61609853e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [3.16521456e-06,2.67247900e-06,2.69920754e-06,2.57965755e-06]]","[[-0.01300066,-0.09308484, 0.        , 0.        ],
 [ 0.07375143, 0.16528282, 0.        , 0.        ],
 [ 0.08391889, 0.        , 0.        , 0.04623854],
 [ 0.06043966, 0.        , 0.        , 0.11766204],
 [ 0.20692878, 0.        , 0.        , 0.11082186],
 [-0.0925682 , 0.        , 0.        , 0.02226394]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.12124141e-06,2.20023779e-06,2.41493548e-06,2.34643683e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.85836576e-06,0.00000000e+00,0.00000000e+00,2.81546113e-06]]","[[ 0.        , 0.16486847, 0.        , 0.        ],
 [ 0.        , 0.05284389, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.21215962],
 [ 0.        , 0.        , 0.        ,-0.05973204],
 [ 0.02200539, 0.        , 0.        ,-0.06235181],
 [ 0.1613484 , 0.        , 0.        , 0.18282655]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.01143834e-06,2.13431137e-06,2.05452416e-06,2.33292135e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,2.34096892e-06,0.00000000e+00]]","[[ 0.        , 0.01607971, 0.        , 0.        ],
 [ 0.        , 0.16664647, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00511104],
 [ 0.        , 0.        , 0.        ,-0.00348571],
 [ 0.17115061, 0.        , 0.        , 0.51817636],
 [ 0.16525383, 0.        , 0.        ,-0.00370489]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.23382230e-06,2.32862014e-06,2.41827609e-06,2.33819316e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.63652600e-06,2.99662714e-06,3.45012325e-06,0.00000000e+00]]","[[ 0.        , 0.02615798, 0.        , 0.        ],
 [ 0.        , 0.18249073, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.10542778],
 [ 0.        , 0.        , 0.        , 0.13824284],
 [ 0.10493915, 0.        , 0.        , 0.16943641],
 [ 0.06749341, 0.        , 0.        ,-0.10886645]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.23845865e-06,2.00475456e-06,1.95581299e-06,2.33453060e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,3.18453493e-06]]","[[ 0.        , 0.1642426 , 0.        , 0.        ],
 [ 0.        , 0.01601187, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00399811],
 [ 0.        , 0.        , 0.        ,-0.0025589 ],
 [ 0.17539279, 0.        , 0.        ,-0.00252828],
 [ 0.16446225, 0.        , 0.        , 0.51338786]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.16270278e-06,2.22644584e-06,2.01240662e-06,2.16308823e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.96262947e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.15460148, 0.        , 0.        ],
 [ 0.        , 0.15613885, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.50695839],
 [ 0.        , 0.        , 0.        ,-0.00324185],
 [ 0.02572454, 0.        , 0.        ,-0.00249679],
 [ 0.15684083, 0.        , 0.        ,-0.00261101]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.05527648e-06,2.09809507e-06,2.15089978e-06,2.22366960e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.88550712e-06,0.00000000e+00,0.00000000e+00,2.93552568e-06]]","[[ 0.        , 0.16614265, 0.        , 0.        ],
 [ 0.        , 0.04873466, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.20868474],
 [ 0.        , 0.        , 0.        ,-0.05770282],
 [ 0.02583309, 0.        , 0.        ,-0.05833665],
 [ 0.16518829, 0.        , 0.        , 0.18743386]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.22414499e-06,2.51113811e-06,2.53469902e-06,2.37048524e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.88402897e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.15835134, 0.        , 0.        ],
 [ 0.        , 0.1570066 , 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.51072964],
 [ 0.        , 0.        , 0.        ,-0.00403185],
 [ 0.0204307 , 0.        , 0.        ,-0.00335449],
 [ 0.1581522 , 0.        , 0.        ,-0.00320373]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.03523953e-06,2.64495699e-06,2.24848912e-06,2.04300186e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.        ,0.14565461,0.        ,0.        ],
 [0.        ,0.14430357,0.        ,0.        ],
 [0.        ,0.        ,0.        ,0.        ],
 [0.        ,0.        ,0.        ,0.        ],
 [0.14575732,0.        ,0.        ,0.        ],
 [0.14640433,0.        ,0.        ,0.        ]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.32323362e-06,2.39074679e-06,2.25405586e-06,2.27510499e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.74925021e-06,0.00000000e+00,0.00000000e+00,2.80176721e-06]]","[[ 0.        , 0.15860908, 0.        , 0.        ],
 [ 0.        , 0.04412036, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.20326391],
 [ 0.        , 0.        , 0.        ,-0.0649079 ],
 [ 0.0317724 , 0.        , 0.        ,-0.06328415],
 [ 0.16089663, 0.        , 0.        , 0.18762424]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.47643984e-06,2.08325002e-06,2.11124593e-06,1.96719957e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,2.68807144e-06,0.00000000e+00]]","[[ 0.        , 0.01613597, 0.        , 0.        ],
 [ 0.        , 0.16327704, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00466164],
 [ 0.        , 0.        , 0.        ,-0.00264075],
 [ 0.17934947, 0.        , 0.        , 0.51484826],
 [ 0.16386781, 0.        , 0.        ,-0.00254253]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.21594110e-06,2.09069471e-06,2.24001909e-06,2.46581822e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,2.61082865e-06,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.16301032, 0.        , 0.        ],
 [ 0.        , 0.16382527, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00597631],
 [ 0.        , 0.        , 0.        , 0.48563552],
 [ 0.16603153, 0.        , 0.        ,-0.00380129],
 [ 0.00919603, 0.        , 0.        ,-0.0040693 ]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.35470584e-06,2.53238268e-06,2.16011955e-06,2.52497999e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,3.36748997e-06,2.76298539e-06,0.00000000e+00]]","[[ 0.        , 0.02842251, 0.        , 0.        ],
 [ 0.        , 0.16536989, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.09108535],
 [ 0.        , 0.        , 0.        , 0.18043709],
 [ 0.16861087, 0.        , 0.        , 0.17235337],
 [ 0.01994416, 0.        , 0.        ,-0.08341592]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.42873993e-06,2.23335002e-06,2.18032808e-06,2.02518581e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,2.75649030e-06,0.00000000e+00]]","[[ 0.        , 0.01604208, 0.        , 0.        ],
 [ 0.        , 0.16357469, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00469667],
 [ 0.        , 0.        , 0.        ,-0.00284286],
 [ 0.17732125, 0.        , 0.        , 0.51514469],
 [ 0.16470888, 0.        , 0.        ,-0.00266418]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.33292694e-06,1.96030170e-06,1.74404691e-06,1.87597455e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.95940801e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.15299268, 0.        , 0.        ],
 [ 0.        , 0.15443497, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.50404654],
 [ 0.        , 0.        , 0.        ,-0.00296856],
 [ 0.03228552, 0.        , 0.        ,-0.00227059],
 [ 0.15545169, 0.        , 0.        ,-0.0023644 ]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.06831295e-06,2.21661142e-06,2.12588511e-06,2.44837805e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,2.83162287e-06,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.1630454 , 0.        , 0.        ],
 [ 0.        , 0.16440002, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00547084],
 [ 0.        , 0.        , 0.        , 0.48426571],
 [ 0.16625877, 0.        , 0.        ,-0.00348154],
 [ 0.01063488, 0.        , 0.        ,-0.00384904]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.16098390e-06,1.96549692e-06,2.47025190e-06,2.28274718e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.55712487e-06,0.00000000e+00,3.03228978e-06,3.03684947e-06]]","[[ 0.        , 0.07767195, 0.        , 0.        ],
 [ 0.        , 0.0460583 , 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.12255006],
 [ 0.        , 0.        , 0.        ,-0.10564145],
 [ 0.08998906, 0.        , 0.        , 0.13543229],
 [ 0.17486007, 0.        , 0.        , 0.15952868]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.35714765e-06,2.30320929e-06,2.62552371e-06,2.23988938e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,3.37195473e-06,3.08252144e-06]]","[[ 0.        , 0.03005921, 0.        , 0.        ],
 [ 0.        , 0.02440176, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.0875239 ],
 [ 0.        , 0.        , 0.        ,-0.07602452],
 [ 0.17473542, 0.        , 0.        , 0.17639308],
 [ 0.16682249, 0.        , 0.        , 0.17936708]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.84616722e-06,2.18865971e-06,1.95668995e-06,2.03218193e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.45393387e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.15657491, 0.        , 0.        ],
 [ 0.        , 0.15740798, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.50876696],
 [ 0.        , 0.        , 0.        ,-0.00348677],
 [ 0.02444529, 0.        , 0.        ,-0.00266607],
 [ 0.15927468, 0.        , 0.        ,-0.00273249]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.30687761e-06,2.14721157e-06,2.23620819e-06,2.28109431e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,2.72769794e-06,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.16454693, 0.        , 0.        ],
 [ 0.        , 0.16480362, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00487217],
 [ 0.        , 0.        , 0.        , 0.51644699],
 [ 0.17296302, 0.        , 0.        ,-0.00309128],
 [ 0.01481333, 0.        , 0.        ,-0.00313328]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.06451951e-06,2.17862974e-06,2.58031103e-06,2.12216299e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[0.        ,0.14680488,0.        ,0.        ],
 [0.        ,0.14502752,0.        ,0.        ],
 [0.        ,0.        ,0.        ,0.        ],
 [0.        ,0.        ,0.        ,0.        ],
 [0.14571005,0.        ,0.        ,0.        ],
 [0.1454215 ,0.        ,0.        ,0.        ]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.99013817e-06,2.02830061e-06,2.10585844e-06,2.11921044e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,2.53247508e-06,0.00000000e+00]]","[[ 0.        , 0.01754107, 0.        , 0.        ],
 [ 0.        , 0.1645325 , 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00462343],
 [ 0.        , 0.        , 0.        ,-0.00301593],
 [ 0.17232357, 0.        , 0.        , 0.51571819],
 [ 0.16386684, 0.        , 0.        ,-0.00310667]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.19099024e-06,2.12395548e-06,2.14759919e-06,1.96509091e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [3.11901918e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.15676043, 0.        , 0.        ],
 [ 0.        , 0.15543668, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.47547322],
 [ 0.        , 0.        , 0.        ,-0.00376715],
 [ 0.01822962, 0.        , 0.        ,-0.00297751],
 [ 0.15658627, 0.        , 0.        ,-0.00279405]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.07198051e-06,2.24396217e-06,2.37565625e-06,1.89989482e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,2.86916087e-06,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.16583373, 0.        , 0.        ],
 [ 0.        , 0.16234373, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        ,-0.00400036],
 [ 0.        , 0.        , 0.        , 0.51334436],
 [ 0.17383803, 0.        , 0.        ,-0.0028276 ],
 [ 0.01788745, 0.        , 0.        ,-0.00246378]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.04021929e-06,1.93752296e-06,2.14908180e-06,1.98620334e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.51163559e-06,2.31548105e-06,0.00000000e+00,0.00000000e+00]]","[[ 0.        , 0.16494022, 0.        , 0.        ],
 [ 0.        , 0.1618185 , 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.21175103],
 [ 0.        , 0.        , 0.        , 0.1826932 ],
 [ 0.03119776, 0.        , 0.        ,-0.05801367],
 [ 0.05418977, 0.        , 0.        ,-0.0558814 ]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.42436248e-06,2.09479387e-06,2.10656537e-06,2.19145069e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [3.23078870e-06,0.00000000e+00,0.00000000e+00,2.80043451e-06]]","[[ 0.        , 0.16356241, 0.        , 0.        ],
 [ 0.        , 0.05484566, 0.        , 0.        ],
 [ 0.        , 0.        , 0.        , 0.21169086],
 [ 0.        , 0.        , 0.        ,-0.05574662],
 [ 0.03160989, 0.        , 0.        ,-0.05587519],
 [ 0.16333477, 0.        , 0.        , 0.18443957]]"
