H,label
"[[1.92030869e-06,1.88824337e-06,2.03481086e-06,1.79325009e-06],
 [0.00000000e+00,0.00000000e+00,2.80388990e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.71558048e-06,2.62338420e-06,2.61080236e-06,2.23700028e-06]]","[[ 0.07532263, 0.50057927, 0.        , 0.        ],
 [ 0.08042959,-0.00614116, 0.        , 0.        ],
 [ 0.01629475, 0.        , 0.        , 0.15118212],
 [ 0.13621252, 0.        , 0.        , 0.13886642],
 [-0.00892479, 0.        , 0.        , 0.01815658],
 [-0.00654036, 0.        , 0.        , 0.0934501 ]]"
"[[1.80770842e-06,1.99271862e-06,1.93539781e-06,1.83489895e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.44566449e-06,2.78235875e-06,2.61250413e-06,2.27073239e-06]]","[[0.09392557,0.        ,0.        ,0.        ],
 [0.0685139 ,0.        ,0.        ,0.        ],
 [0.09001774,0.        ,0.        ,0.13166299],
 [0.16576334,0.        ,0.        ,0.15237547],
 [0.        ,0.        ,0.        ,0.13562457],
 [0.        ,0.        ,0.        ,0.07202688]]"
"[[2.02403595e-06,1.92932397e-06,2.10747207e-06,1.97811289e-06],
 [0.00000000e+00,0.00000000e+00,2.82725858e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.95848875e-06,2.40797342e-06,2.65143442e-06,2.74824550e-06]]","[[ 0.05576621, 0.46967099, 0.        , 0.        ],
 [ 0.13780304,-0.00816594, 0.        , 0.        ],
 [ 0.01147922, 0.        , 0.        , 0.15300403],
 [ 0.08175786, 0.        , 0.        , 0.08637063],
 [-0.01168946, 0.        , 0.        , 0.00963562],
 [-0.00775386, 0.        , 0.        , 0.1311066 ]]"
"[[1.75822948e-06,1.99139425e-06,1.86064989e-06,1.87595729e-06],
 [0.00000000e+00,2.69682117e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.36720344e-06,2.57769535e-06,2.75794462e-06,2.40373580e-06]]","[[ 0.10944439,-0.00720997, 0.        , 0.        ],
 [ 0.01531559,-0.00694488, 0.        , 0.        ],
 [ 0.05369261, 0.        , 0.        , 0.12071102],
 [ 0.13185907, 0.        , 0.        , 0.01723217],
 [-0.00906126, 0.        , 0.        , 0.15638745],
 [ 0.50304712, 0.        , 0.        , 0.09805211]]"
"[[1.86098624e-06,2.11200559e-06,1.86531973e-06,1.85177669e-06],
 [0.00000000e+00,2.80857546e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.54930070e-06,2.71333880e-06,2.70535786e-06,2.38084004e-06]]","[[ 0.09878437,-0.00703537, 0.        , 0.        ],
 [ 0.01626856,-0.00674787, 0.        , 0.        ],
 [ 0.06359812, 0.        , 0.        , 0.13064524],
 [ 0.1303361 , 0.        , 0.        , 0.01795371],
 [-0.0092947 , 0.        , 0.        , 0.14963378],
 [ 0.50241962, 0.        , 0.        , 0.09894934]]"
"[[1.93874491e-06,1.99051207e-06,1.94713121e-06,2.14644002e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,3.01196847e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.39109508e-06,2.75910847e-06,2.49770106e-06,2.67932678e-06]]","[[ 0.14590735,-0.00668818, 0.        , 0.        ],
 [ 0.05986138, 0.50177768, 0.        , 0.        ],
 [ 0.10229305, 0.        , 0.        , 0.09100034],
 [ 0.01449616, 0.        , 0.        , 0.15354361],
 [-0.00873269, 0.        , 0.        , 0.12123017],
 [-0.00688841, 0.        , 0.        , 0.01649641]]"
"[[2.03917291e-06,1.87073722e-06,2.13834862e-06,1.97695140e-06],
 [0.00000000e+00,0.00000000e+00,3.31424893e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.74949902e-06,2.57402603e-06,3.14128600e-06,2.55122716e-06]]","[[ 0.09836568, 0.50040219, 0.        , 0.        ],
 [ 0.07816456,-0.00644569, 0.        , 0.        ],
 [ 0.01172505, 0.        , 0.        , 0.13174476],
 [ 0.12139814, 0.        , 0.        , 0.13882279],
 [-0.00903565, 0.        , 0.        , 0.02010118],
 [-0.0064493 , 0.        , 0.        , 0.10646193]]"
"[[2.07149235e-06,1.95742596e-06,2.11811654e-06,1.98671322e-06],
 [2.72280735e-06,0.00000000e+00,2.71131142e-06,2.34377431e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.56940179e-06,2.63512666e-06,2.68627222e-06,2.32098782e-06]]","[[ 0.03909897, 0.11909201, 0.        , 0.        ],
 [ 0.08565549, 0.09613295, 0.        , 0.        ],
 [ 0.04285518, 0.        , 0.        , 0.04893784],
 [ 0.10959974, 0.        , 0.        , 0.15233928],
 [ 0.15988596, 0.        , 0.        , 0.08799202],
 [-0.16171374, 0.        , 0.        , 0.05305053]]"
"[[1.96907973e-06,1.94965825e-06,1.93644501e-06,1.85307104e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.62471753e-06,2.65532570e-06,2.51671113e-06,2.68028715e-06]]","[[0.1257649 ,0.        ,0.        ,0.        ],
 [0.0938792 ,0.        ,0.        ,0.        ],
 [0.14335021,0.        ,0.        ,0.10649255],
 [0.04900475,0.        ,0.        ,0.13031055],
 [0.        ,0.        ,0.        ,0.09122589],
 [0.        ,0.        ,0.        ,0.16114905]]"
"[[2.03480670e-06,1.70999412e-06,1.93525312e-06,2.14253732e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.75015827e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.73795073e-06,2.33569600e-06,2.67198670e-06,2.67461282e-06]]","[[ 0.1134575 ,-0.00690703, 0.        , 0.        ],
 [ 0.09395914, 0.50276491, 0.        , 0.        ],
 [ 0.08918042, 0.        , 0.        , 0.12417195],
 [ 0.01751644, 0.        , 0.        , 0.12767442],
 [-0.009552  , 0.        , 0.        , 0.13346053],
 [-0.00640778, 0.        , 0.        , 0.01784521]]"
"[[1.65776220e-06,2.07347074e-06,2.01809657e-06,2.04725616e-06],
 [0.00000000e+00,2.73785298e-06,0.00000000e+00,2.95808161e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,2.52221324e-06,2.84924777e-06,2.65419247e-06]]","[[ 0.22755069,-0.12931321, 0.        , 0.        ],
 [ 0.03354853, 0.17010246, 0.        , 0.        ],
 [ 0.0364505 , 0.        , 0.        ,-0.12411926],
 [ 0.00764566, 0.        , 0.        , 0.04291336],
 [-0.03841269, 0.        , 0.        , 0.15687899],
 [ 0.15235416, 0.        , 0.        , 0.04465133]]"
"[[1.91774777e-06,2.15163464e-06,1.85077472e-06,2.03991838e-06],
 [0.00000000e+00,2.59161145e-06,0.00000000e+00,2.55267917e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.53531034e-06,2.55063266e-06,2.66541819e-06,2.39044555e-06]]","[[ 0.09822964,-0.10790916, 0.        , 0.        ],
 [ 0.0415187 , 0.17326854, 0.        , 0.        ],
 [ 0.04050457, 0.        , 0.        , 0.10626185],
 [ 0.03972283, 0.        , 0.        , 0.02141472],
 [-0.12180107, 0.        , 0.        , 0.14571572],
 [ 0.16791309, 0.        , 0.        , 0.01571156]]"
"[[2.02231326e-06,2.01197246e-06,1.90668733e-06,1.75916001e-06],
 [2.74374606e-06,2.48984109e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.63159141e-06,2.39495144e-06,2.82960833e-06,2.15339753e-06]]","[[ 0.02532511,-0.08407922, 0.        , 0.        ],
 [ 0.05853284,-0.07964105, 0.        , 0.        ],
 [ 0.04599358, 0.        , 0.        , 0.03392616],
 [ 0.11301016, 0.        , 0.        , 0.0372007 ],
 [ 0.2081216 , 0.        , 0.        , 0.15143415],
 [ 0.16872097, 0.        , 0.        , 0.09180361]]"
"[[1.99624228e-06,1.79975388e-06,1.89397723e-06,1.94267085e-06],
 [2.82358025e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.59746989e-06,2.28405642e-06,2.61128804e-06,2.71254597e-06]]","[[ 0.01341183,-0.0078176 , 0.        , 0.        ],
 [ 0.12216108,-0.00796719, 0.        , 0.        ],
 [ 0.07775522, 0.        , 0.        , 0.01459028],
 [ 0.07215345, 0.        , 0.        , 0.09279685],
 [ 0.46183426, 0.        , 0.        , 0.12846076],
 [-0.00892973, 0.        , 0.        , 0.13301083]]"
"[[2.10057876e-06,2.18916031e-06,1.99256917e-06,1.83766266e-06],
 [2.87832238e-06,2.82190483e-06,2.35115654e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.80062824e-06,2.72373824e-06,2.33431644e-06,2.48828438e-06]]","[[ 0.00144762, 0.09248724, 0.        , 0.        ],
 [ 0.06129923,-0.1596769 , 0.        , 0.        ],
 [ 0.11920405, 0.        , 0.        , 0.08665273],
 [ 0.08749461, 0.        , 0.        , 0.06568771],
 [ 0.15174838, 0.        , 0.        , 0.04872311],
 [ 0.1273666 , 0.        , 0.        , 0.15004413]]"
"[[1.90456009e-06,2.01610655e-06,2.00274140e-06,1.96168467e-06],
 [0.00000000e+00,2.69918120e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.61987764e-06,2.54805258e-06,2.64485664e-06,2.59339297e-06]]","[[ 0.08199467,-0.0072681 , 0.        , 0.        ],
 [ 0.01420038,-0.00719149, 0.        , 0.        ],
 [ 0.10616   , 0.        , 0.        , 0.14268407],
 [ 0.10525351, 0.        , 0.        , 0.01527097],
 [-0.00946128, 0.        , 0.        , 0.12007929],
 [ 0.50530603, 0.        , 0.        , 0.12042416]]"
"[[2.01388597e-06,2.06481718e-06,1.76696276e-06,2.01214666e-06],
 [0.00000000e+00,2.85999195e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.62537020e-06,2.68170456e-06,2.48215852e-06,2.71317134e-06]]","[[ 0.13123824,-0.00653123, 0.        , 0.        ],
 [ 0.01482698,-0.00691899, 0.        , 0.        ],
 [ 0.07392677, 0.        , 0.        , 0.10809337],
 [ 0.09665765, 0.        , 0.        , 0.01737638],
 [-0.00915153, 0.        , 0.        , 0.14252818],
 [ 0.50256752, 0.        , 0.        , 0.12810361]]"
"[[1.83229967e-06,1.84043204e-06,1.74152297e-06,1.89160307e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.48196063e-06,2.41786113e-06,2.27119199e-06,2.60394456e-06]]","[[0.09869251,0.        ,0.        ,0.        ],
 [0.11569897,0.        ,0.        ,0.        ],
 [0.1231831 ,0.        ,0.        ,0.13024975],
 [0.0817096 ,0.        ,0.        ,0.11585024],
 [0.        ,0.        ,0.        ,0.10767669],
 [0.        ,0.        ,0.        ,0.143209  ]]"
"[[1.97514478e-06,1.98102129e-06,2.05847921e-06,1.84239315e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.63148910e-06,2.64653786e-06,0.00000000e+00,2.76252445e-06]]","[[ 0.07840786, 0.        , 0.        , 0.        ],
 [ 0.082771  , 0.        , 0.        , 0.        ],
 [ 0.18139352, 0.        , 0.        , 0.13603353],
 [ 0.03815488, 0.        , 0.        , 0.13274131],
 [ 0.        , 0.        , 0.        ,-0.09948023],
 [ 0.        , 0.        , 0.        , 0.16431377]]"
"[[1.81566511e-06,2.13128643e-06,1.95582525e-06,1.93060213e-06],
 [0.00000000e+00,2.97072946e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.33663660e-06,2.79008094e-06,2.48526707e-06,2.51578031e-06]]","[[ 0.10535242,-0.00702534, 0.        , 0.        ],
 [ 0.01353971,-0.00704056, 0.        , 0.        ],
 [ 0.1078434 , 0.        , 0.        , 0.12349339],
 [ 0.08983696, 0.        , 0.        , 0.01818266],
 [-0.00902937, 0.        , 0.        , 0.11782416],
 [ 0.50291023, 0.        , 0.        , 0.13186585]]"
"[[1.75766229e-06,2.09763265e-06,2.01420590e-06,1.79681077e-06],
 [0.00000000e+00,2.69092866e-06,2.70584036e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.42240839e-06,2.60661753e-06,2.62497544e-06,2.74473406e-06]]","[[ 0.10369247, 0.17372192, 0.        , 0.        ],
 [ 0.04751841,-0.10681049, 0.        , 0.        ],
 [ 0.02774801, 0.        , 0.        , 0.10292191],
 [ 0.03781858, 0.        , 0.        , 0.01539111],
 [-0.11790449, 0.        , 0.        , 0.02662836],
 [ 0.16964304, 0.        , 0.        , 0.14787462]]"
"[[2.05292883e-06,1.92018389e-06,2.06420823e-06,2.07349217e-06],
 [0.00000000e+00,0.00000000e+00,2.91484722e-06,2.92262008e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.71817078e-06,2.92125206e-06,2.64723831e-06,2.77589161e-06]]","[[ 0.13588981, 0.17411625, 0.        , 0.        ],
 [ 0.02618839, 0.17110464, 0.        , 0.        ],
 [ 0.03471092, 0.        , 0.        , 0.07501472],
 [ 0.01946914, 0.        , 0.        , 0.15127003],
 [-0.11968042, 0.        , 0.        , 0.01175552],
 [-0.10873801, 0.        , 0.        , 0.02727821]]"
"[[1.76452864e-06,1.79762897e-06,2.09914785e-06,2.20106504e-06],
 [0.00000000e+00,0.00000000e+00,2.72830253e-06,2.73559279e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.35147284e-06,2.21828568e-06,2.69389251e-06,2.65556438e-06]]","[[ 0.05893599, 0.17237856, 0.        , 0.        ],
 [ 0.10575961, 0.17109108, 0.        , 0.        ],
 [ 0.02504399, 0.        , 0.        , 0.14436764],
 [ 0.04527591, 0.        , 0.        , 0.10064875],
 [-0.11311387, 0.        , 0.        , 0.0393012 ],
 [-0.10388065, 0.        , 0.        , 0.02449899]]"
"[[2.01550238e-06,1.96843021e-06,2.07757635e-06,1.89654162e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.84697990e-06,2.76119055e-06,2.93339078e-06,0.00000000e+00]]","[[ 0.06127348, 0.        , 0.        , 0.        ],
 [ 0.07226843, 0.        , 0.        , 0.        ],
 [ 0.069416  , 0.        , 0.        , 0.15208357],
 [ 0.17695055, 0.        , 0.        , 0.14370869],
 [ 0.        , 0.        , 0.        , 0.1467972 ],
 [ 0.        , 0.        , 0.        ,-0.09807904]]"
"[[2.08262949e-06,2.28389042e-06,1.94615438e-06,1.88597668e-06],
 [2.88434457e-06,3.11548561e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.71311050e-06,2.89468830e-06,2.41868984e-06,2.80591222e-06]]","[[ 0.02766486,-0.09103197, 0.        , 0.        ],
 [ 0.04009689,-0.09143348, 0.        , 0.        ],
 [ 0.1177685 , 0.        , 0.        , 0.02507554],
 [ 0.03684948, 0.        , 0.        , 0.03227173],
 [ 0.19535815, 0.        , 0.        , 0.08365886],
 [ 0.17765707, 0.        , 0.        , 0.14766957]]"
"[[1.75068589e-06,1.90410555e-06,1.89270922e-06,2.14183853e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.84214537e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.50459084e-06,2.67995532e-06,2.48296990e-06,2.76929766e-06]]","[[ 0.07476265,-0.00703009, 0.        , 0.        ],
 [ 0.08249094, 0.50310617, 0.        , 0.        ],
 [ 0.12802811, 0.        , 0.        , 0.14547103],
 [ 0.01599624, 0.        , 0.        , 0.13599587],
 [-0.00928183, 0.        , 0.        , 0.10104944],
 [-0.00721782, 0.        , 0.        , 0.01757295]]"
"[[2.00030822e-06,1.93724139e-06,2.16135284e-06,2.13061379e-06],
 [0.00000000e+00,0.00000000e+00,2.87137221e-06,2.86705419e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.99032095e-06,2.61839049e-06,2.72737887e-06,2.75788062e-06]]","[[ 0.03276786, 0.17255927, 0.        , 0.        ],
 [ 0.1027191 , 0.1726778 , 0.        , 0.        ],
 [ 0.04237999, 0.        , 0.        , 0.16121288],
 [ 0.03391566, 0.        , 0.        , 0.10393582],
 [-0.11466644, 0.        , 0.        , 0.02253794],
 [-0.10733212, 0.        , 0.        , 0.02913924]]"
"[[1.96859689e-06,1.82937621e-06,1.88154079e-06,2.19273558e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,3.05320543e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.38899033e-06,0.00000000e+00,2.37246727e-06,3.04889754e-06]]","[[ 0.07872565,-0.00790933, 0.        , 0.        ],
 [ 0.14948714, 0.49232513, 0.        , 0.        ],
 [ 0.06459706, 0.        , 0.        , 0.15688398],
 [ 0.01897562, 0.        , 0.        ,-0.0570734 ],
 [-0.01103172, 0.        , 0.        , 0.15197019],
 [-0.00244007, 0.        , 0.        , 0.03030239]]"
"[[2.01780579e-06,2.05130789e-06,1.97590912e-06,1.88101645e-06],
 [0.00000000e+00,2.72826542e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.57517293e-06,2.66051537e-06,2.90697767e-06,2.73433220e-06]]","[[ 0.16741504,-0.00750472, 0.        , 0.        ],
 [ 0.01455926,-0.00727828, 0.        , 0.        ],
 [ 0.06322301, 0.        , 0.        , 0.07405434],
 [ 0.06837652, 0.        , 0.        , 0.01556268],
 [-0.00962551, 0.        , 0.        , 0.14744315],
 [ 0.50485562, 0.        , 0.        , 0.1430887 ]]"
"[[2.03589707e-06,2.01561220e-06,1.91546566e-06,2.02761650e-06],
 [2.82891035e-06,2.75658347e-06,0.00000000e+00,3.04109400e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.70610683e-06,2.62921974e-06,2.50668331e-06,2.80447172e-06]]","[[ 0.06618635,-0.16586411, 0.        , 0.        ],
 [ 0.08144275, 0.14876535, 0.        , 0.        ],
 [ 0.10261129, 0.        , 0.        , 0.0656033 ],
 [ 0.01666232, 0.        , 0.        , 0.06351175],
 [ 0.11964008, 0.        , 0.        , 0.14056864],
 [ 0.10997799, 0.        , 0.        , 0.07098758]]"
"[[1.89599829e-06,1.94463078e-06,1.92549994e-06,1.70344451e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.64771354e-06,2.92124544e-06,2.64127262e-06,2.46880639e-06]]","[[0.13169871,0.        ,0.        ,0.        ],
 [0.06340409,0.        ,0.        ,0.        ],
 [0.13271917,0.        ,0.        ,0.10649984],
 [0.08273245,0.        ,0.        ,0.15552293],
 [0.        ,0.        ,0.        ,0.10487697],
 [0.        ,0.        ,0.        ,0.13766271]]"
"[[1.87500934e-06,1.72815841e-06,2.07269098e-06,1.90355065e-06],
 [0.00000000e+00,0.00000000e+00,2.64428581e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.44995733e-06,2.18378279e-06,2.62625999e-06,2.61982881e-06]]","[[ 0.10894809, 0.50222178, 0.        , 0.        ],
 [ 0.11764912,-0.00703632, 0.        , 0.        ],
 [ 0.01729781, 0.        , 0.        , 0.12541045],
 [ 0.07498218, 0.        , 0.        , 0.10862243],
 [-0.00929292, 0.        , 0.        , 0.01974411],
 [-0.00646992, 0.        , 0.        , 0.14393637]]"
"[[1.75495265e-06,2.02494097e-06,2.07235946e-06,2.03310805e-06],
 [0.00000000e+00,2.69019454e-06,2.83763469e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.53757828e-06,2.55778772e-06,2.77231164e-06,2.83155399e-06]]","[[ 0.05441645, 0.17444478, 0.        , 0.        ],
 [ 0.04367581,-0.11086422, 0.        , 0.        ],
 [ 0.02298249, 0.        , 0.        , 0.13843305],
 [ 0.08337881, 0.        , 0.        , 0.01468826],
 [-0.11518701, 0.        , 0.        , 0.02945274],
 [ 0.1715775 , 0.        , 0.        , 0.11796924]]"
"[[1.70497213e-06,2.00684630e-06,1.94063861e-06,1.96078630e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.41279637e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.13291162e-06,2.83205233e-06,2.50202931e-06,2.36875541e-06]]","[[ 0.13733902,-0.00746636, 0.        , 0.        ],
 [ 0.06190739, 0.50576486, 0.        , 0.        ],
 [ 0.10539743, 0.        , 0.        , 0.0967141 ],
 [ 0.01654721, 0.        , 0.        , 0.15317705],
 [-0.00911448, 0.        , 0.        , 0.11960365],
 [-0.00776458, 0.        , 0.        , 0.01601247]]"
